"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"TEUM","4634","2001-01-02","2019-06-05","11","2016-11-14","2019-05-07"
"TEVA","5394","1998-01-02","2019-06-11","42","2009-05-05","2019-05-03"
"TEX","5394","1998-01-02","2019-06-11","41","2009-07-22","2019-04-30"
"TFSL","3059","2007-04-23","2019-06-14","41","2009-05-06","2019-04-30"
"TFX","5394","1998-01-02","2019-06-11","40","2009-07-27","2019-05-02"
"TG","5394","1998-01-02","2019-06-11","39","2009-05-06","2018-11-08"
"TGA","5397","1998-01-02","2019-06-14","39","2009-05-07","2018-11-08"
"TGB","5390","1998-01-02","2019-06-05","41","2009-05-13","2019-05-08"
"TGC","5142","1998-12-28","2019-06-05","39","2009-05-11","2018-11-14"
"TGE","1029","2015-05-07","2019-06-07","16","2014-02-24","2019-05-07"
"TGEN","1277","2014-05-20","2019-06-14","20","2014-08-14","2019-05-14"
"TGH","2937","2007-10-10","2019-06-11","41","2009-05-06","2019-05-09"
"TGI","5394","1998-01-02","2019-06-11","40","2009-07-29","2019-05-08"
"TGLS","1785","2012-05-10","2019-06-14","21","2014-05-16","2019-05-09"
"TGNA","5394","1998-01-02","2019-06-11","22","2014-02-04","2019-05-09"
"TGP","3549","2005-05-05","2019-06-11","37","2009-09-03","2019-05-23"
"TGS","5394","1998-01-02","2019-06-11","34","2010-02-04","2019-03-08"
"TGT","5394","1998-01-02","2019-06-11","41","2009-05-20","2019-05-22"
"TGTX","3136","2006-12-28","2019-06-14","27","2012-11-08","2019-05-10"
"TH","1400","2013-07-25","2019-06-13","0","NULL","NULL"
"THC","5394","1998-01-02","2019-06-11","41","2009-05-05","2019-04-29"
"THCB","51","2019-03-27","2019-06-07","0","NULL","NULL"
"THCBU","71","2019-03-05","2019-06-13","0","NULL","NULL"
"THCBW","41","2019-03-27","2019-06-07","0","NULL","NULL"
"THFF","5397","1998-01-02","2019-06-14","40","2009-08-03","2019-04-23"
"THG","5394","1998-01-02","2019-06-11","41","2009-05-07","2019-05-01"
"THGA","1561","2013-04-01","2019-06-11","0","NULL","NULL"
"THM","3046","2007-05-01","2019-06-05","27","2012-05-11","2018-11-02"
"THO","5394","1998-01-02","2019-06-11","41","2009-06-10","2019-06-10"
"THOR","4597","1998-01-02","2019-06-07","9","2014-02-04","2019-04-30"
"THQ","1226","2014-07-29","2019-06-11","0","NULL","NULL"
"THR","2038","2011-05-05","2019-06-11","33","2011-06-02","2019-06-06"
"THRM","5397","1998-01-02","2019-06-14","28","2012-08-02","2019-04-30"
"THS","3512","2005-06-28","2019-06-11","41","2009-05-07","2019-05-02"
"THST","1506","2013-06-20","2019-06-14","18","2013-11-06","2018-11-20"
"THW","996","2015-06-26","2019-06-11","0","NULL","NULL"
"THWWW","166","2018-03-12","2019-06-12","0","NULL","NULL"
"TI","3944","2003-10-09","2019-06-11","13","2009-05-07","2017-10-13"
"TIBR","291","2018-04-10","2019-06-07","0","NULL","NULL"
"TIBRU","299","2018-03-16","2019-06-07","0","NULL","NULL"
"TIBRW","139","2018-04-10","2019-06-07","0","NULL","NULL"
"TICC","3606","2003-11-24","2018-03-22","0","NULL","NULL"
"TICCL","235","2017-04-17","2018-03-22","0","NULL","NULL"
"TIER","978","2015-07-23","2019-06-11","16","2015-08-05","2019-05-09"
"TIF","5394","1998-01-02","2019-06-11","41","2009-05-29","2019-06-04"
"TIG","409","2016-12-15","2018-08-03","0","NULL","NULL"
"TIGO","1992","2011-05-31","2019-06-07","3","2019-02-07","2019-04-24"
"TIGR","4989","1998-01-02","2019-06-13","0","NULL","NULL"
"TIK","5028","1999-06-11","2019-06-05","36","2009-11-16","2018-11-19"
"TIL","1002","2014-05-20","2019-05-06","0","NULL","NULL"
"TILE","5397","1998-01-02","2019-06-14","26","2013-02-14","2019-04-24"
"TIME","934","2014-05-21","2018-03-09","0","NULL","NULL"
"TIPT","2180","2010-10-15","2019-06-14","20","2013-08-13","2018-11-05"
"TIS","3451","2005-07-15","2019-04-01","38","2009-07-29","2018-11-14"
"TISA","5369","1998-01-02","2019-05-06","36","2009-05-13","2018-05-17"
"TISI","5394","1998-01-02","2019-06-11","40","2009-08-04","2019-05-07"
"TITN","2895","2007-12-13","2019-06-14","41","2009-06-09","2019-05-30"
"TIVO","5397","1998-01-02","2019-06-14","33","2014-02-12","2019-05-09"
"TJX","5394","1998-01-02","2019-06-11","41","2009-05-19","2019-05-21"
"TK","5394","1998-01-02","2019-06-11","41","2009-07-28","2019-05-23"
"TKAT","883","2015-11-25","2019-06-05","12","2016-02-18","2018-11-19"
"TKC","4759","2000-07-11","2019-06-11","39","2009-05-13","2018-10-24"
"TKKS","178","2018-09-12","2019-06-07","0","NULL","NULL"
"TKKSR","92","2018-09-12","2019-06-07","0","NULL","NULL"
"TKKSU","195","2018-08-16","2019-06-06","0","NULL","NULL"
"TKKSW","89","2018-09-12","2019-06-07","0","NULL","NULL"
"TKR","5394","1998-01-02","2019-06-11","40","2009-07-29","2019-05-01"
"TLC","134","2018-11-21","2019-06-07","1","2019-05-29","2019-05-29"
"TLF","5397","1998-01-02","2019-06-14","40","2009-05-07","2019-03-06"
"TLGT","915","2015-10-26","2019-06-14","22","2014-02-27","2019-05-06"
"TLI","5170","1998-11-20","2019-06-11","0","NULL","NULL"
"TLK","4890","2000-01-03","2019-06-11","25","2011-07-29","2018-10-29"
"TLND","724","2016-07-29","2019-06-14","12","2016-08-25","2019-05-08"
"TLP","3462","2005-05-25","2019-02-26","39","2009-05-07","2018-11-08"
"TLRA","1275","2013-06-27","2018-07-19","18","2014-02-13","2019-05-09"
"TLRD","865","2016-01-04","2019-06-11","22","2014-03-11","2019-06-12"
"TLRY","223","2018-07-19","2019-06-07","3","2019-02-12","2019-05-14"
"TLSA","136","2018-11-20","2019-06-07","0","NULL","NULL"
"TLT","4251","2002-07-26","2019-06-14","0","NULL","NULL"
"TLYS","1786","2012-05-04","2019-06-11","29","2012-05-30","2019-05-29"
"TM","5394","1998-01-02","2019-06-11","37","2009-05-08","2019-02-06"
"TMCX","254","2018-05-31","2019-06-07","0","NULL","NULL"
"TMCXU","161","2018-05-15","2019-06-04","0","NULL","NULL"
"TMCXW","196","2018-05-31","2019-06-07","0","NULL","NULL"
"TMDI","2504","2009-06-26","2019-06-07","1","2019-02-13","2019-02-13"
"TME","122","2018-12-12","2019-06-07","2","2019-03-19","2019-05-13"
"TMHC","1554","2013-04-10","2019-06-11","25","2013-05-15","2019-05-01"
"TMK","5394","1998-01-02","2019-06-11","40","2009-07-27","2019-04-17"
"TMO","5394","1998-01-02","2019-06-11","40","2009-07-23","2019-04-24"
"TMP","5390","1998-01-02","2019-06-05","40","2009-07-22","2019-04-26"
"TMQ","1789","2012-04-25","2019-06-05","20","2014-01-30","2019-05-06"
"TMSR","865","2015-12-29","2019-06-07","3","2016-08-15","2017-11-14"
"TMST","1253","2014-06-19","2019-06-11","20","2014-07-31","2019-05-02"
"TMUS","3061","2007-04-19","2019-06-14","24","2013-08-08","2019-04-25"
"TNAV","2288","2010-05-13","2019-06-14","36","2010-07-29","2019-05-09"
"TNC","5394","1998-01-02","2019-06-11","41","2009-05-07","2019-04-30"
"TNDM","1404","2013-11-14","2019-06-14","22","2014-03-06","2019-04-30"
"TNET","1311","2014-03-27","2019-06-11","21","2014-05-05","2019-04-29"
"TNH","4590","2000-01-03","2018-04-02","0","NULL","NULL"
"TNK","2892","2007-12-13","2019-06-11","41","2009-07-23","2019-05-23"
"TNP","4348","2002-03-05","2019-06-11","41","2009-05-18","2019-06-06"
"TNTR","265","2017-06-30","2019-05-06","0","NULL","NULL"
"TNXP","1785","2012-05-10","2019-06-14","22","2014-03-31","2019-05-13"
"TOCA","546","2017-04-13","2019-06-14","9","2017-05-23","2019-05-07"
"TOL","5394","1998-01-02","2019-06-11","41","2009-06-03","2019-05-21"
"TOO","3142","2006-12-14","2019-06-11","37","2010-03-04","2019-04-30"
"TOPS","3744","2004-08-02","2019-06-14","13","2009-06-05","2015-04-29"
"TORC","343","2018-01-26","2019-06-07","2","2019-03-18","2019-05-15"
"TORM","5382","1998-01-02","2019-06-03","39","2009-05-12","2019-01-03"
"TOT","5394","1998-01-02","2019-06-11","40","2009-07-31","2019-04-26"
"TOTA","170","2018-08-27","2019-06-07","0","NULL","NULL"
"TOTAR","21","2018-08-27","2019-05-02","0","NULL","NULL"
"TOTAU","199","2018-08-02","2019-06-06","0","NULL","NULL"
"TOTAW","35","2018-08-27","2019-06-07","0","NULL","NULL"
"TOUR","1284","2014-05-09","2019-06-14","19","2014-08-12","2019-05-23"
"TOWN","5061","1999-05-05","2019-06-14","40","2009-07-23","2019-04-25"
"TOWR","2177","2010-10-15","2019-06-11","35","2010-11-11","2019-05-02"
"TPB","776","2016-05-11","2019-06-11","13","2016-06-15","2019-05-01"
"TPC","5394","1998-01-02","2019-06-11","40","2009-08-06","2019-05-08"
"TPCO","1227","2014-07-24","2019-06-07","8","2016-08-03","2019-05-08"
"TPGE","220","2017-09-05","2018-07-19","0","NULL","NULL"
"TPGH","438","2017-08-24","2019-06-11","0","NULL","NULL"
"TPH","1601","2013-01-31","2019-06-11","24","2013-08-13","2019-04-25"
"TPHS","1682","2012-09-26","2019-06-05","9","2016-01-07","2018-11-07"
"TPIC","729","2016-07-22","2019-06-14","12","2016-08-10","2019-05-08"
"TPIV","1274","2013-09-26","2018-10-17","0","NULL","NULL"
"TPL","5394","1998-01-02","2019-06-11","39","2009-07-30","2019-01-31"
"TPNL","3317","1998-06-29","2019-06-07","14","2014-03-31","2019-03-11"
"TPR","4697","2000-10-06","2019-06-11","22","2014-01-22","2019-05-09"
"TPRE","1465","2013-08-15","2019-06-11","23","2013-11-12","2019-05-09"
"TPTX","36","2019-04-17","2019-06-07","1","2019-05-31","2019-05-31"
"TPVG","1326","2014-03-06","2019-06-11","19","2014-10-27","2019-05-01"
"TPVY","477","2017-07-19","2019-06-11","0","NULL","NULL"
"TPX","3895","2003-12-18","2019-06-11","40","2009-07-16","2019-05-02"
"TPZ","2484","2009-07-29","2019-06-11","0","NULL","NULL"
"TQQQ","2351","2010-02-11","2019-06-14","0","NULL","NULL"
"TR","5394","1998-01-02","2019-06-11","35","2009-08-13","2018-10-23"
"TRC","5394","1998-01-02","2019-06-11","39","2009-05-05","2018-11-06"
"TRCB","3317","2006-04-11","2019-06-14","25","2013-07-22","2019-04-23"
"TRCH","2164","2010-11-08","2019-06-14","22","2013-08-16","2019-05-10"
"TRCO","1618","2013-01-07","2019-06-11","18","2015-03-06","2019-05-10"
"TREC","3238","2006-07-31","2019-06-11","20","2014-07-31","2019-05-06"
"TREE","2729","2008-08-12","2019-06-14","41","2009-05-01","2019-04-26"
"TREX","5077","1999-04-08","2019-06-11","39","2010-02-26","2019-05-06"
"TRGP","2141","2010-12-07","2019-06-11","33","2011-02-24","2019-05-07"
"TRHC","681","2016-09-29","2019-06-14","11","2016-11-09","2019-05-08"
"TRI","4279","2002-06-12","2019-06-11","41","2009-05-07","2019-05-08"
"TRIB","5397","1998-01-02","2019-06-14","40","2009-07-23","2019-05-07"
"TRIL","3578","2005-03-23","2019-06-14","18","2015-03-24","2019-05-13"
"TRIP","1891","2011-12-07","2019-06-14","30","2012-02-08","2019-05-07"
"TRK","5394","1998-01-02","2019-06-11","41","2009-05-06","2019-04-30"
"TRMB","5397","1998-01-02","2019-06-14","40","2009-07-28","2019-05-01"
"TRMK","5397","1998-01-02","2019-06-14","40","2009-07-28","2019-04-23"
"TRMT","440","2017-09-14","2019-06-14","5","2018-02-22","2019-05-14"
"TRN","5394","1998-01-02","2019-06-11","40","2009-07-29","2019-04-24"
"TRNC","1062","2014-07-24","2018-10-09","0","NULL","NULL"
"TRNO","2349","2010-02-10","2019-06-11","28","2012-08-07","2019-05-01"
"TRNS","5397","1998-01-02","2019-06-14","41","2009-05-20","2019-05-21"
"TRNX","2684","2008-10-14","2019-06-13","2","2019-02-27","2019-05-20"
"TROV","3748","2004-07-27","2019-06-14","27","2012-11-14","2019-05-07"
"TROW","5397","1998-01-02","2019-06-14","40","2009-07-24","2019-04-24"
"TROX","2145","2010-12-01","2019-06-11","32","2011-08-18","2019-05-09"
"TRP","5394","1998-01-02","2019-06-11","41","2009-05-01","2019-05-03"
"TRPX","562","2017-03-22","2019-06-14","4","2017-08-10","2018-12-03"
"TRQ","3916","2003-11-18","2019-06-11","28","2012-08-14","2019-05-15"
"TRS","3040","2007-05-18","2019-06-14","41","2009-05-06","2019-04-30"
"TRST","5397","1998-01-02","2019-06-14","35","2009-10-20","2019-04-22"
"TRT","5390","1998-01-02","2019-06-05","39","2009-05-14","2018-11-13"
"TRTN","3438","2005-10-12","2019-06-11","11","2016-11-10","2019-04-30"
"TRTX","476","2017-07-20","2019-06-11","9","2017-08-24","2019-04-29"
"TRU","997","2015-06-25","2019-06-11","16","2015-07-28","2019-04-23"
"TRUE","4810","2000-05-02","2019-06-14","20","2014-08-07","2019-05-09"
"TRUP","1236","2014-07-18","2019-06-14","20","2014-08-28","2019-05-02"
"TRV","5394","1998-01-02","2019-06-11","40","2009-07-30","2019-04-18"
"TRVG","626","2016-12-16","2019-06-14","9","2017-05-15","2019-05-01"
"TRVN","1352","2014-01-31","2019-06-14","21","2014-05-09","2019-05-10"
"TRWH","49","2019-03-29","2019-06-07","1","2019-05-14","2019-05-14"
"TRX","3540","2005-05-12","2019-06-05","31","2011-07-15","2019-01-11"
"TRXC","5390","1998-01-02","2019-06-05","20","2014-03-05","2019-05-09"
"TS","4149","2002-12-16","2019-06-11","41","2009-05-06","2019-05-02"
"TSBK","5390","1998-01-13","2019-06-14","40","2009-04-30","2019-01-22"
"TSC","1536","2013-05-09","2019-06-14","24","2013-07-24","2019-04-17"
"TSCAP","309","2018-03-16","2019-06-07","0","NULL","NULL"
"TSCO","5397","1998-01-02","2019-06-14","40","2009-07-22","2019-04-25"
"TSE","1258","2014-06-12","2019-06-11","20","2014-08-06","2019-05-02"
"TSEM","5397","1998-01-02","2019-06-14","40","2009-05-14","2019-05-15"
"TSG","2180","2010-10-15","2019-06-14","16","2015-08-13","2019-05-15"
"TSI","5394","1998-01-02","2019-06-11","0","NULL","NULL"
"TSLA","2256","2010-06-29","2019-06-14","36","2010-08-04","2019-04-24"
"TSLF","1440","2013-09-20","2019-06-11","0","NULL","NULL"
"TSLX","1315","2014-03-21","2019-06-11","21","2014-05-08","2019-05-02"
"TSM","5394","1998-01-02","2019-06-11","38","2009-07-30","2019-04-19"
"TSN","5394","1998-01-02","2019-06-11","41","2009-05-04","2019-05-06"
"TSQ","1229","2014-07-24","2019-06-11","20","2014-08-07","2019-05-07"
"TSRI","5396","1998-01-02","2019-06-14","39","2009-08-13","2019-01-11"
"TSRO","1650","2012-06-28","2019-01-18","0","NULL","NULL"
"TSS","5394","1998-01-02","2019-06-11","40","2009-07-28","2019-04-23"
"TST","5057","1999-05-11","2019-06-14","34","2011-03-10","2019-05-14"
"TSU","5174","1998-11-16","2019-06-11","35","2009-08-04","2019-05-08"
"TTC","5394","1998-01-02","2019-06-11","41","2009-05-21","2019-05-23"
"TTD","687","2016-09-21","2019-06-14","11","2016-11-10","2019-05-09"
"TTEC","5397","1998-01-02","2019-06-14","41","2009-05-11","2019-05-07"
"TTEK","5397","1998-01-02","2019-06-14","40","2009-07-29","2019-05-01"
"TTGT","3041","2007-05-17","2019-06-14","40","2009-08-17","2019-05-08"
"TTI","5394","1998-01-02","2019-06-11","41","2009-05-06","2019-05-09"
"TTM","3702","2004-09-27","2019-06-11","31","2009-05-29","2018-10-31"
"TTMI","4709","2000-09-25","2019-06-14","40","2009-07-29","2019-05-01"
"TTNP","3136","2006-12-28","2019-06-14","37","2010-05-17","2019-05-15"
"TTOO","1222","2014-08-07","2019-06-14","18","2014-11-04","2019-05-02"
"TTP","1916","2011-10-27","2019-06-11","0","NULL","NULL"
"TTPH","1571","2013-03-20","2019-06-14","24","2013-08-12","2019-05-08"
"TTS","1713","2012-08-22","2019-06-14","27","2012-11-01","2019-04-30"
"TTTN","143","2018-11-09","2019-06-07","0","NULL","NULL"
"TTWO","5397","1998-01-02","2019-06-14","41","2009-05-26","2019-05-13"
"TU","5394","1998-01-02","2019-06-11","40","2009-05-07","2019-05-09"
"TUES","5070","1999-04-22","2019-06-14","40","2009-08-25","2019-05-07"
"TUFN","40","2019-04-11","2019-06-07","1","2019-06-13","2019-06-13"
"TUP","5394","1998-01-02","2019-06-11","40","2009-07-22","2019-04-24"
"TUR","2824","2008-03-28","2019-06-14","0","NULL","NULL"
"TURN","596","2017-02-01","2019-06-14","0","NULL","NULL"
"TUSA","3808","2004-04-28","2019-06-14","0","NULL","NULL"
"TUSK","670","2016-10-14","2019-06-14","13","2016-11-08","2019-05-01"
"TV","5394","1998-01-02","2019-06-11","33","2010-10-22","2019-02-21"
"TVC","5197","1998-10-14","2019-06-11","0","NULL","NULL"
"TVE","5048","1999-05-19","2019-06-11","0","NULL","NULL"
"TVIX","2149","2010-11-30","2019-06-14","0","NULL","NULL"
"TVIZ","1942","2010-11-30","2018-08-16","0","NULL","NULL"
"TVPT","1177","2014-09-25","2019-05-30","19","2014-11-06","2019-05-10"
"TVTY","5397","1998-01-02","2019-06-14","22","2014-02-13","2019-05-08"
"TW","52","2016-01-04","2019-06-07","1","2019-05-09","2019-05-09"
"TWI","5394","1998-01-02","2019-06-11","40","2009-07-31","2019-05-03"
"TWIN","5397","1998-01-02","2019-06-14","40","2009-08-04","2019-05-06"
"TWLO","746","2016-06-23","2019-06-11","12","2016-08-08","2019-04-30"
"TWLV","221","2018-07-13","2019-06-07","0","NULL","NULL"
"TWLVR","102","2018-07-13","2019-05-30","0","NULL","NULL"
"TWLVU","232","2018-06-20","2019-06-06","0","NULL","NULL"
"TWLVW","183","2018-07-13","2019-06-06","0","NULL","NULL"
"TWMC","5397","1998-01-02","2019-06-14","39","2009-05-21","2018-12-12"
"TWN","5393","1998-01-02","2019-06-11","6","2014-07-15","2017-01-10"
"TWNK","891","2015-11-30","2019-06-14","10","2016-08-09","2019-05-08"
"TWNKW","890","2015-11-25","2019-06-14","0","NULL","NULL"
"TWO","2418","2009-10-30","2019-06-11","38","2010-02-24","2019-05-07"
"TWOU","1313","2014-03-28","2019-06-14","21","2014-05-12","2019-05-07"
"TWST","150","2018-10-31","2019-06-07","2","2019-02-07","2019-04-30"
"TWTR","1406","2013-11-07","2019-06-11","22","2014-02-05","2019-04-23"
"TWX","5152","1998-01-02","2019-04-26","0","NULL","NULL"
"TX","3362","2006-02-01","2019-06-11","41","2009-05-04","2019-05-02"
"TXMD","3903","2003-12-11","2019-06-14","24","2013-08-06","2019-05-06"
"TXN","5397","1998-01-02","2019-06-14","40","2009-07-20","2019-04-23"
"TXRH","3699","2004-10-05","2019-06-14","41","2009-05-04","2019-04-29"
"TXT","5394","1998-01-02","2019-06-11","40","2009-07-28","2019-04-17"
"TY","5394","1998-01-02","2019-06-11","0","NULL","NULL"
"TYG","3850","2004-02-25","2019-06-11","0","NULL","NULL"
"TYHT","682","2016-09-28","2019-06-14","9","2016-11-14","2018-11-14"
"TYL","5394","1998-01-02","2019-06-11","40","2009-07-29","2019-05-01"
"TYME","1073","2015-03-12","2019-06-14","7","2017-08-10","2019-06-12"
"TYPE","2994","2007-07-25","2019-06-14","41","2009-05-05","2019-04-26"
"TZAC","154","2018-10-18","2019-06-07","0","NULL","NULL"
"TZACU","193","2018-08-21","2019-06-07","0","NULL","NULL"
"TZACW","93","2018-10-18","2019-06-06","0","NULL","NULL"
"TZOO","4228","2002-08-28","2019-06-14","40","2009-07-27","2019-04-25"
"UA","800","2016-04-07","2019-06-11","12","2016-04-21","2019-05-02"
"UAA","3411","2005-11-18","2019-06-11","22","2014-01-30","2019-05-02"
"UAE","1290","2014-05-01","2019-06-14","0","NULL","NULL"
"UAL","3359","2006-02-06","2019-06-11","35","2010-10-21","2019-04-16"
"UAMY","4850","2000-02-24","2019-06-05","22","2012-11-06","2018-11-14"
"UAN","2056","2011-04-08","2019-06-11","32","2011-08-03","2019-04-24"
"UAVS","303","2018-03-26","2019-06-07","12","2014-05-14","2017-11-14"
"UBA","5238","1998-08-17","2019-06-11","41","2009-06-04","2019-06-07"
"UBCP","5397","1998-01-02","2019-06-14","39","2009-07-15","2019-01-31"
"UBFO","5105","1999-03-03","2019-06-14","39","2009-05-06","2019-01-23"
"UBIO","1002","2015-06-23","2019-06-14","0","NULL","NULL"
"UBNK","3480","2005-08-17","2019-06-14","37","2009-08-10","2019-04-16"
"UBNT","1923","2011-10-14","2019-06-07","30","2012-01-31","2019-05-10"
"UBOH","4838","2000-03-22","2019-06-14","31","2009-08-04","2018-10-26"
"UBP","5394","1998-01-02","2019-06-11","38","2009-09-09","2018-12-14"
"UBS","1144","2014-11-21","2019-06-11","21","2014-02-04","2019-04-25"
"UBSH","5396","1998-01-02","2019-06-14","40","2009-07-24","2019-04-24"
"UBSI","5397","1998-01-02","2019-06-14","40","2009-07-23","2019-04-25"
"UBX","276","2018-05-03","2019-06-07","3","2019-02-27","2019-05-08"
"UCBA","3146","2006-03-31","2019-04-23","0","NULL","NULL"
"UCBI","4342","2002-03-18","2019-06-14","40","2009-07-24","2019-04-23"
"UCFC","5268","1998-07-09","2019-06-14","40","2009-07-15","2019-04-16"
"UCTT","3832","2004-03-25","2019-06-14","41","2009-05-04","2019-05-02"
"UDBI","800","2015-12-29","2019-03-14","0","NULL","NULL"
"UDR","5394","1998-01-02","2019-06-11","41","2009-05-05","2019-04-30"
"UE","1107","2015-01-16","2019-06-11","17","2015-05-06","2019-05-01"
"UEC","3063","2007-04-05","2019-06-05","33","2011-06-09","2019-06-10"
"UEIC","5397","1998-01-02","2019-06-14","41","2009-05-07","2019-05-02"
